frame_number,eye_position
0.0,0.12081245505616588
1.0068493150684932,0.11860366810584508
2.0136986301369864,0.1208815114577068
3.0205479452054798,0.12004587165219187
4.027397260273973,0.11977793130865366
5.034246575342466,0.11895521915585604
6.0410958904109595,0.12019597949583723
7.0479452054794525,0.11788734774880442
8.054794520547945,0.12005634145625574
9.061643835616438,0.12056589444036246
10.068493150684931,0.11935691186762204
11.075342465753424,0.1186816733230378
12.082191780821919,0.11903584208502203
13.089041095890412,0.12003922308700381
14.095890410958905,0.11937154767448632
15.102739726027398,0.11883062619196358
16.10958904109589,0.1192743109316823
17.116438356164384,0.11940092832163995
18.123287671232877,0.118403237805358
19.13013698630137,0.11903495984841624
20.136986301369863,0.11777053137211685
21.143835616438356,0.1193430428216795
22.15068493150685,0.11770494064830932
23.15753424657534,0.11794533573587429
24.164383561643838,0.11626888425283789
25.17123287671233,0.11830614167550323
26.178082191780824,0.11830507475629945
27.184931506849317,0.11651923566377852
28.19178082191781,0.11582783833311666
29.198630136986303,0.11534263838902549
30.205479452054796,0.11513911563304988
31.21232876712329,0.11551041928238104
32.21917808219178,0.11598760255237803
33.226027397260275,0.11658223815073052
34.23287671232877,0.11714767629505485
35.23972602739726,0.11860459612450781
36.24657534246575,0.11939391377310932
37.25342465753425,0.12021907007735638
38.26027397260274,0.1208732520201469
39.26712328767123,0.12019826566283313
40.273972602739725,0.12099849254828883
41.28082191780822,0.12133056642094737
42.28767123287671,0.12128874367050745
43.294520547945204,0.12103545872677647
44.3013698630137,0.12014064699017588
45.30821917808219,0.12042102145797098
46.31506849315068,0.1200610908386611
47.321917808219176,0.11931357654319677
48.328767123287676,0.11863221654694853
49.33561643835617,0.11925960683825051
50.34246575342466,0.11969673404524896
51.349315068493155,0.12224437902954481
52.35616438356165,0.12274274551193087
53.36301369863014,0.1243951898134136
54.369863013698634,0.12369196577917668
55.37671232876713,0.1255048160002272
56.38356164383562,0.12352560021024211
57.39041095890411,0.12609772506864952
58.397260273972606,0.12339975820030144
59.4041095890411,0.12446821654598443
60.41095890410959,0.12352001799203942
61.417808219178085,0.12352124099651775
62.42465753424658,0.12399817490514867
63.43150684931507,0.12395369632852818
64.43835616438356,0.12453848250494295
65.44520547945206,0.12454748663770099
66.45205479452055,0.1241487419539692
67.45890410958904,0.1250234708018173
68.46575342465754,0.12425721683940207
69.47260273972603,0.12389311141395744
70.47945205479452,0.12510730379378004
71.48630136986301,0.12454487420848499
72.4931506849315,0.12476605317113793
73.5,0.12447406980839022
74.5068493150685,0.12471128730066867
75.51369863013699,0.12465190520508347
76.52054794520548,0.1244232131984155
77.52739726027397,0.125114745331107
78.53424657534246,0.12431443214097845
79.54109589041096,0.1252689433938858
80.54794520547945,0.12408389743494742
81.55479452054794,0.12379390949983185
82.56164383561644,0.12339101989457207
83.56849315068493,0.12395723398404318
84.57534246575342,0.12410612040644521
85.58219178082192,0.12425907196911334
86.58904109589041,0.12472117145631163
87.5958904109589,0.12509020452642236
88.6027397260274,0.12497563070673691
89.60958904109589,0.12438217034999058
90.61643835616438,0.1242197434670663
91.62328767123287,0.12368220494707548
92.63013698630137,0.12339411794494089
93.63698630136986,0.1238348302637693
94.64383561643835,0.12391574879459072
95.65068493150685,0.12341763523153583
96.65753424657535,0.12214426425389643
97.66438356164385,0.12243064763316801
98.67123287671234,0.12173309384874198
99.67808219178083,0.12232206588397086
100.68493150684932,0.12261074853519514
101.69178082191782,0.12366060407620719
102.69863013698631,0.12428168765463715
103.7054794520548,0.12292598809096297
104.7123287671233,0.12296807575875837
105.71917808219179,0.12279436654062573
106.72602739726028,0.12194858119399943
107.73287671232877,0.12266319933345397
108.73972602739727,0.12259071531304741
109.74657534246576,0.12358575115741446
110.75342465753425,0.12269017806309407
111.76027397260275,0.12239316517321121
112.76712328767124,0.12202077254989474
113.77397260273973,0.12391097035319518
114.78082191780823,0.12425373642815171
115.78767123287672,0.12469399008060922
116.79452054794521,0.12460346859290822
117.8013698630137,0.12459849505831838
118.8082191780822,0.12561906594921146
119.81506849315069,0.12593238824770098
120.82191780821918,0.12613704963872757
121.82876712328768,0.12609198568297347
122.83561643835617,0.12674546071312537
123.84246575342466,0.12690983240242537
124.84931506849315,0.12635963600064362
125.85616438356165,0.1263250643557306
126.86301369863014,0.12737720423460117
127.86986301369863,0.12680505531260017
128.87671232876713,0.12737301159371858
129.88356164383563,0.12463739459345957
130.8904109589041,0.12405093146393402
131.89726027397262,0.12446987960417025
132.9041095890411,0.12487225535736449
133.9109589041096,0.1259908579191949
134.91780821917808,0.1224921462775867
135.9246575342466,0.12249779096983737
136.93150684931507,0.1229111784588712
137.93835616438358,0.12686238373254397
138.94520547945206,0.13137552384863954
139.95205479452056,0.12965743969581053
140.95890410958904,0.13103931832153098
141.96575342465755,0.13057260852776922
142.97260273972603,0.1312478767017334
143.97945205479454,0.12780550261612883
144.986301369863,0.12645435692254722
145.99315068493152,0.12491472365831971
147.0,0.12457371928303951
